x,y,group
17.252,3375.9,11670
33.916,3375.8,11670
33.92,3375.9,11670
35.187999999999995,3376.0,11670
35.268,3376.1,11670
35.268,3376.2,11670
35.268,3376.3,11670
35.268,3376.4,11670
35.272,3376.2,11670
35.288,3376.3,11670
35.288,3376.2,11670
35.296,3376.1,11670
46.448,3375.9,11670
52.004,3376.0,11670
55.936,3375.9,11670
55.952,3376.0,11670
59.016,3376.1,11670
60.156,3376.0,11670
60.368,3376.1,11670
67.14,3375.9,11670
69.23599999999999,3375.8,11670
69.51599999999999,3375.9,11670
77.91599999999998,3375.6,11670
86.64,3375.5,11670
86.64399999999998,3375.4,11670
86.69199999999998,3375.5,11670
89.75199999999998,3375.4,11670
0.0,3375.9,11712
2.096,3375.8,11712
2.376,3375.9,11712
10.776,3375.6,11712
19.5,3375.5,11712
19.504,3375.4,11712
19.552,3375.5,11712
22.612,3375.4,11712
22.616,3375.6,11712
26.472,3375.8,11712
29.644,3375.6,11712
29.708,3375.5,11712
29.708,3375.7,11712
29.788,3375.6,11712
31.724,3375.5,11712
33.792,3375.3,11712
34.448,3375.1,11712
36.636,3375.0,11712
37.104,3374.8,11712
37.308,3374.7,11712
38.004,3374.6,11712
41.784,3374.7,11712
42.692,3374.6,11712
42.992,3374.7,11712
43.176,3374.6,11712
45.604,3374.8,11712
53.86,3374.7,11712
54.704,3374.6,11712
56.564,3374.7,11712
60.52,3374.8,11712
60.52,3374.9,11712
60.94,3375.0,11712
60.94,3375.1,11712
60.94,3375.2,11712
63.604,3375.1,11712
67.836,3375.0,11712
67.872,3375.1,11712
73.244,3375.7,11712
74.36399999999999,3375.5,11712
74.36399999999999,3375.6,11712
74.90399999999998,3375.7,11712
77.58799999999998,3375.8,11712
78.23999999999998,3375.6,11712
78.98399999999998,3375.4,11712
82.13599999999998,3375.7,11712
82.66799999999998,3375.5,11712
82.67199999999998,3375.6,11712
82.67199999999998,3375.7,11712
82.712,3375.8,11712
82.71599999999998,3375.9,11712
0.0,3372.8,11923
0.004,3372.9,11923
1.06,3373.0,11923
1.104,3373.1,11923
1.188,3373.2,11923
1.392,3373.4,11923
2.24,3373.2,11923
4.424,3373.5,11923
10.676,3373.4,11923
12.172,3373.3,11923
12.172,3373.2,11923
12.176,3373.5,11923
12.196,3373.4,11923
12.196,3373.5,11923
13.92,3373.6,11923
14.696,3373.7,11923
15.512,3373.6,11923
18.084,3373.5,11923
23.468,3373.6,11923
27.952,3373.7,11923
28.628,3373.8,11923
29.564,3373.9,11923
30.552,3373.6,11923
31.344,3373.5,11923
31.556,3373.6,11923
31.592,3373.7,11923
31.592,3373.8,11923
31.752,3373.6,11923
32.384,3373.4,11923
33.032,3373.6,11923
33.66,3373.5,11923
35.332,3373.4,11923
35.66,3373.3,11923
36.812,3373.1,11923
39.292,3373.3,11923
42.72,3373.2,11923
42.84,3373.1,11923
44.972,3373.2,11923
45.596,3373.3,11923
45.596,3373.4,11923
45.6,3373.3,11923
45.604,3373.5,11923
46.196,3373.4,11923
48.232,3373.6,11923
52.204,3373.4,11923
56.888,3373.2,11923
57.972,3373.1,11923
58.94,3372.9,11923
59.064,3373.1,11923
61.108,3373.3,11923
0.0,3373.0,12160
0.004,3373.1,12160
0.6719999999999999,3373.2,12160
0.6719999999999999,3373.3,12160
0.6719999999999999,3373.1,12160
1.04,3373.0,12160
1.176,3373.2,12160
1.184,3373.1,12160
1.2,3373.0,12160
5.828,3373.1,12160
6.231999999999999,3372.9,12160
6.32,3372.8,12160
7.143999999999999,3373.1,12160
7.731999999999998,3373.3,12160
10.568,3373.4,12160
10.676,3373.5,12160
11.188,3373.4,12160
11.48,3373.3,12160
20.204,3373.5,12160
20.532,3373.6,12160
20.532,3373.7,12160
20.532,3373.8,12160
20.548,3373.6,12160
20.556,3373.5,12160
20.952,3373.4,12160
23.328,3373.5,12160
26.908,3373.4,12160
27.14,3373.5,12160
37.62,3373.6,12160
39.876,3373.7,12160
45.224,3373.6,12160
46.6,3373.8,12160
49.7,3373.7,12160
49.708,3373.6,12160
52.764,3373.7,12160
57.04,3373.8,12160
59.052,3373.6,12160
62.328,3373.8,12160
63.032,3373.7,12160
65.5,3373.5,12160
65.604,3373.4,12160
65.768,3373.3,12160
65.77199999999999,3373.2,12160
65.84,3373.1,12160
66.148,3373.0,12160
66.44,3372.8,12160
66.572,3372.6,12160
67.548,3372.8,12160
67.828,3372.7,12160
69.732,3372.6,12160
0.0,3372.2,12212
0.512,3372.1,12212
1.356,3372.0,12212
1.904,3372.1,12212
2.328,3372.2,12212
2.332,3372.3,12212
3.38,3372.4,12212
7.463999999999999,3372.2,12212
8.936,3372.1,12212
8.939999999999998,3372.2,12212
8.939999999999998,3372.1,12212
10.792,3372.0,12212
16.904,3371.8,12212
17.808,3371.7,12212
17.811999999999998,3371.8,12212
17.811999999999998,3371.7,12212
17.811999999999998,3371.8,12212
17.836,3371.9,12212
21.488,3372.0,12212
21.56,3372.1,12212
21.56,3372.2,12212
24.448,3372.1,12212
26.596,3372.2,12212
29.38,3372.1,12212
29.38,3372.2,12212
29.38,3372.3,12212
30.86,3372.4,12212
38.232,3372.3,12212
38.724,3372.5,12212
39.18,3372.6,12212
43.244,3372.4,12212
43.248,3372.3,12212
43.944,3372.2,12212
44.328,3372.0,12212
44.456,3371.9,12212
46.132,3371.8,12212
49.52,3371.9,12212
49.524,3371.8,12212
49.696,3371.9,12212
49.696,3372.0,12212
49.712,3372.1,12212
49.716,3372.0,12212
49.844,3371.8,12212
49.856,3371.9,12212
50.644,3372.1,12212
50.648,3372.2,12212
50.652,3372.1,12212
50.66,3372.2,12212
50.664,3372.1,12212
50.7,3372.3,12212
0.0,3374.8,12322
0.372,3374.9,12322
3.26,3374.7,12322
4.332,3374.6,12322
5.816,3374.7,12322
6.312,3374.8,12322
16.864,3374.9,12322
17.4,3374.8,12322
17.988,3374.9,12322
18.304,3375.0,12322
29.704,3375.1,12322
31.22,3375.2,12322
31.224,3375.1,12322
31.288,3375.2,12322
32.784,3375.1,12322
33.9,3375.2,12322
35.12,3375.1,12322
37.112,3375.0,12322
37.32,3375.1,12322
37.404,3375.2,12322
37.608,3375.3,12322
44.148,3375.2,12322
45.344,3375.3,12322
46.312,3375.4,12322
47.076,3375.3,12322
47.672,3375.4,12322
47.672,3375.3,12322
49.456,3375.2,12322
49.456,3375.3,12322
50.14,3375.2,12322
50.14,3375.1,12322
51.78,3375.2,12322
70.064,3375.1,12322
70.15599999999999,3375.2,12322
70.512,3375.0,12322
70.55199999999999,3375.1,12322
71.652,3375.2,12322
75.664,3374.9,12322
76.28799999999998,3374.7,12322
76.29999999999998,3374.8,12322
83.28799999999998,3374.9,12322
83.944,3375.0,12322
86.524,3375.1,12322
91.048,3375.0,12322
91.388,3374.9,12322
96.896,3375.0,12322
102.468,3374.8,12322
105.336,3375.0,12322
105.34,3374.9,12322
105.344,3374.8,12322
0.0,3375.3,12348
1.784,3375.2,12348
1.784,3375.3,12348
2.468,3375.2,12348
2.468,3375.1,12348
4.108,3375.2,12348
22.392,3375.1,12348
22.484,3375.2,12348
22.84,3375.0,12348
22.88,3375.1,12348
23.98,3375.2,12348
27.992,3374.9,12348
28.616,3374.7,12348
28.628,3374.8,12348
35.616,3374.9,12348
36.272,3375.0,12348
38.852,3375.1,12348
43.376,3375.0,12348
43.716,3374.9,12348
49.224,3375.0,12348
54.796,3374.8,12348
57.664,3375.0,12348
57.668,3374.9,12348
57.672,3374.8,12348
64.36,3374.9,12348
66.06,3374.8,12348
66.484,3374.7,12348
66.536,3374.8,12348
68.496,3374.9,12348
68.728,3374.8,12348
68.976,3374.9,12348
70.27199999999999,3374.7,12348
73.068,3374.6,12348
79.97199999999998,3374.4,12348
80.068,3374.3,12348
81.708,3374.4,12348
81.884,3374.5,12348
86.396,3374.7,12348
90.264,3374.8,12348
91.008,3374.9,12348
97.356,3375.1,12348
97.356,3375.2,12348
97.468,3375.1,12348
100.736,3375.2,12348
103.376,3375.4,12348
104.964,3375.5,12348
105.404,3375.6,12348
106.492,3375.4,12348
108.196,3375.6,12348
110.908,3375.3,12348
0.0,3374.8,12368
2.868,3375.0,12368
2.872,3374.9,12368
2.876,3374.8,12368
9.564,3374.9,12368
11.264,3374.8,12368
11.688,3374.7,12368
11.74,3374.8,12368
13.7,3374.9,12368
13.932,3374.8,12368
14.18,3374.9,12368
15.476,3374.7,12368
18.272,3374.6,12368
25.176,3374.4,12368
25.272,3374.3,12368
26.912,3374.4,12368
27.088,3374.5,12368
31.6,3374.7,12368
35.468,3374.8,12368
36.212,3374.9,12368
42.56,3375.1,12368
42.56,3375.2,12368
42.672,3375.1,12368
45.94,3375.2,12368
48.58,3375.4,12368
50.168,3375.5,12368
50.608,3375.6,12368
51.696,3375.4,12368
53.4,3375.6,12368
56.112,3375.3,12368
58.1,3375.2,12368
62.9,3375.3,12368
62.9,3375.4,12368
62.9,3375.5,12368
76.87599999999999,3375.4,12368
79.81999999999998,3375.3,12368
79.99599999999998,3375.2,12368
88.15999999999998,3375.0,12368
88.18399999999998,3374.9,12368
90.47600000000001,3375.1,12368
92.764,3375.2,12368
95.716,3375.1,12368
98.136,3375.0,12368
100.856,3374.9,12368
102.664,3374.7,12368
102.684,3374.6,12368
106.032,3374.5,12368
107.012,3374.4,12368
107.016,3374.3,12368
119.708,3374.1,12368
0.0,3373.4,12524
0.2119999999999999,3373.3,12524
3.208,3372.9,12524
3.292,3372.7,12524
7.116,3372.6,12524
7.116,3372.5,12524
8.608,3372.4,12524
10.092,3372.2,12524
10.772,3372.4,12524
10.872,3372.2,12524
11.584,3372.4,12524
11.748,3372.3,12524
12.628,3372.4,12524
12.788,3372.5,12524
13.196,3372.3,12524
17.232,3372.2,12524
17.332,3372.1,12524
20.2,3372.3,12524
20.644,3372.1,12524
21.676,3372.3,12524
21.98,3372.1,12524
22.788,3372.0,12524
22.808,3371.9,12524
23.004,3371.8,12524
26.788,3371.9,12524
27.16,3371.8,12524
28.256,3371.7,12524
30.948,3371.8,12524
31.668,3371.7,12524
36.3,3372.0,12524
40.372,3372.1,12524
40.476,3372.0,12524
40.524,3371.9,12524
40.84,3371.8,12524
44.492,3371.7,12524
47.336,3371.9,12524
47.404,3372.2,12524
47.804,3372.3,12524
47.808,3372.4,12524
56.992,3372.3,12524
63.252,3372.5,12524
63.648,3372.7,12524
65.996,3372.6,12524
66.556,3372.7,12524
69.44,3372.6,12524
69.444,3372.5,12524
76.524,3372.6,12524
76.64,3372.7,12524
77.44,3372.8,12524
77.816,3372.7,12524
0.0,3371.8,12547
3.784,3371.9,12547
4.156,3371.8,12547
5.252,3371.7,12547
7.944,3371.8,12547
8.663999999999998,3371.7,12547
13.296,3372.0,12547
17.368,3372.1,12547
17.471999999999998,3372.0,12547
17.52,3371.9,12547
17.836,3371.8,12547
21.488,3371.7,12547
24.332,3371.9,12547
24.4,3372.2,12547
24.8,3372.3,12547
24.804,3372.4,12547
33.988,3372.3,12547
40.248,3372.5,12547
40.644,3372.7,12547
42.992,3372.6,12547
43.552,3372.7,12547
46.436,3372.6,12547
46.44,3372.5,12547
53.52,3372.6,12547
53.636,3372.7,12547
54.436,3372.8,12547
54.812,3372.7,12547
54.896,3372.6,12547
55.82,3372.5,12547
56.524,3372.3,12547
56.528,3372.4,12547
59.372,3372.5,12547
59.568,3372.6,12547
65.37599999999999,3372.7,12547
65.37599999999999,3372.6,12547
66.524,3372.3,12547
66.548,3372.2,12547
66.548,3372.3,12547
66.548,3372.2,12547
78.012,3372.4,12547
80.93599999999998,3372.2,12547
81.28,3372.0,12547
84.92399999999998,3371.9,12547
85.408,3372.0,12547
93.652,3371.9,12547
96.084,3371.8,12547
99.532,3371.5,12547
103.164,3371.6,12547
108.04,3371.5,12547
109.904,3371.4,12547
0.0,3371.9,12589
0.4839999999999999,3372.0,12589
8.728,3371.9,12589
11.16,3371.8,12589
14.608,3371.5,12589
18.24,3371.6,12589
23.116,3371.5,12589
24.98,3371.4,12589
26.908,3371.2,12589
26.908,3371.1,12589
26.912,3371.0,12589
26.912,3370.9,12589
26.912,3370.8,12589
26.912,3370.7,12589
26.912,3370.6,12589
26.92,3370.8,12589
27.012,3370.9,12589
27.016,3371.0,12589
28.18,3371.1,12589
28.268,3371.0,12589
28.3,3371.2,12589
28.948,3371.5,12589
29.48,3371.3,12589
30.332,3371.4,12589
30.752,3371.3,12589
30.94,3371.4,12589
31.24,3371.3,12589
31.88,3371.4,12589
32.272,3371.5,12589
32.5,3371.4,12589
32.552,3371.5,12589
33.216,3371.6,12589
33.716,3371.5,12589
33.812,3371.7,12589
36.38,3371.6,12589
36.904,3371.5,12589
36.904,3371.4,12589
36.92,3371.5,12589
37.556,3371.6,12589
37.988,3371.7,12589
37.996,3371.5,12589
40.768,3371.4,12589
42.376,3371.5,12589
43.216,3371.4,12589
46.68,3371.3,12589
47.544,3371.7,12589
47.688,3371.6,12589
54.2,3371.8,12589
58.484,3371.7,12589
58.772,3371.6,12589
0.0,3371.2,12597
0.0,3371.1,12597
0.004,3371.0,12597
0.004,3370.9,12597
0.004,3370.8,12597
0.004,3370.7,12597
0.004,3370.6,12597
0.012,3370.8,12597
0.104,3370.9,12597
0.108,3371.0,12597
1.272,3371.1,12597
1.36,3371.0,12597
1.392,3371.2,12597
2.04,3371.5,12597
2.572,3371.3,12597
3.424,3371.4,12597
3.844,3371.3,12597
4.032,3371.4,12597
4.332,3371.3,12597
4.972,3371.4,12597
5.364,3371.5,12597
5.592,3371.4,12597
5.644,3371.5,12597
6.308,3371.6,12597
6.808,3371.5,12597
6.904,3371.7,12597
9.472,3371.6,12597
9.995999999999999,3371.5,12597
9.995999999999999,3371.4,12597
10.012,3371.5,12597
10.648,3371.6,12597
11.08,3371.7,12597
11.088,3371.5,12597
13.86,3371.4,12597
15.468,3371.5,12597
16.308,3371.4,12597
19.772,3371.3,12597
20.636,3371.7,12597
20.78,3371.6,12597
27.292,3371.8,12597
31.576,3371.7,12597
31.864,3371.6,12597
35.404,3371.3,12597
35.944,3371.2,12597
35.995999999999995,3371.1,12597
36.012,3371.0,12597
36.016,3370.9,12597
36.016,3370.8,12597
36.016,3370.7,12597
36.016,3370.6,12597
0.0,3370.0,12692
0.1439999999999999,3369.8,12692
0.1639999999999999,3370.0,12692
0.1679999999999999,3370.1,12692
0.1719999999999999,3369.9,12692
0.2399999999999999,3370.0,12692
0.3279999999999999,3369.9,12692
0.3439999999999999,3369.8,12692
0.4839999999999999,3369.7,12692
1.008,3369.8,12692
1.012,3370.0,12692
1.608,3369.9,12692
1.668,3369.7,12692
1.672,3369.9,12692
1.748,3369.7,12692
1.76,3369.8,12692
1.7919999999999998,3369.6,12692
1.7959999999999998,3369.7,12692
1.7999999999999998,3369.6,12692
1.936,3369.7,12692
1.944,3369.6,12692
1.992,3369.8,12692
2.0,3369.9,12692
2.424,3369.8,12692
2.436,3369.7,12692
2.528,3369.6,12692
2.532,3369.8,12692
3.688,3370.0,12692
4.368,3369.9,12692
6.488,3369.6,12692
6.488,3369.5,12692
6.488,3369.4,12692
6.488,3369.5,12692
6.488,3369.6,12692
6.488,3369.7,12692
6.488,3369.4,12692
6.492,3369.6,12692
6.492,3369.7,12692
6.492,3369.6,12692
6.496,3369.7,12692
6.504,3369.8,12692
6.508,3369.9,12692
6.532,3369.7,12692
6.556,3369.8,12692
6.832,3369.9,12692
6.852,3370.0,12692
7.612,3370.3,12692
7.615999999999999,3370.4,12692
8.352,3370.3,12692
8.684,3370.2,12692
0.0,3371.4,12769
0.308,3371.2,12769
0.8999999999999999,3371.1,12769
0.8999999999999999,3371.0,12769
1.048,3370.6,12769
1.5599999999999998,3370.5,12769
1.9,3370.4,12769
4.168,3370.3,12769
4.284,3370.2,12769
4.492,3370.3,12769
5.504,3370.1,12769
5.644,3370.0,12769
5.784,3369.9,12769
5.88,3370.0,12769
6.488,3369.9,12769
7.423999999999999,3369.8,12769
7.423999999999999,3369.7,12769
7.596,3369.6,12769
7.599999999999999,3369.7,12769
7.604,3369.6,12769
7.643999999999998,3369.9,12769
8.971999999999998,3370.0,12769
8.971999999999998,3370.1,12769
8.975999999999999,3370.0,12769
10.46,3369.9,12769
10.46,3369.8,12769
10.932,3370.2,12769
11.772,3370.1,12769
12.036,3370.0,12769
13.684,3369.9,12769
13.684,3369.8,12769
13.688,3370.1,12769
14.287999999999998,3369.9,12769
14.808,3369.8,12769
14.82,3370.1,12769
15.064,3370.2,12769
15.08,3370.3,12769
16.04,3370.4,12769
16.556,3370.2,12769
16.644,3370.1,12769
16.648,3370.4,12769
17.099999999999998,3370.5,12769
17.968,3370.6,12769
18.308,3370.7,12769
18.856,3370.9,12769
18.856,3371.0,12769
18.86,3370.8,12769
18.864,3370.6,12769
20.248,3370.5,12769
21.072,3370.7,12769
0.0,3370.5,12821
0.016,3370.7,12821
0.4239999999999999,3370.9,12821
0.5599999999999999,3370.7,12821
0.876,3370.9,12821
2.148,3370.8,12821
2.148,3370.6,12821
3.324,3370.5,12821
3.46,3370.4,12821
3.62,3370.6,12821
4.396,3370.9,12821
4.72,3370.8,12821
5.224,3370.9,12821
5.228,3370.8,12821
7.06,3370.7,12821
7.912,3370.6,12821
8.62,3370.9,12821
9.18,3371.0,12821
9.18,3370.9,12821
9.196,3370.8,12821
9.22,3370.7,12821
9.436000000000002,3371.2,12821
9.44,3371.3,12821
10.508,3371.2,12821
12.988,3371.3,12821
13.552,3371.4,12821
13.732,3371.5,12821
13.86,3371.6,12821
13.868,3371.3,12821
15.54,3371.2,12821
18.003999999999998,3371.0,12821
18.564,3370.9,12821
18.564,3370.8,12821
18.592,3371.2,12821
18.764,3371.3,12821
18.764,3371.4,12821
18.784,3371.5,12821
18.796,3371.2,12821
20.044,3371.0,12821
20.524,3370.7,12821
21.832,3370.6,12821
23.172,3370.4,12821
23.976,3370.3,12821
23.976,3370.5,12821
24.512,3370.6,12821
24.644,3370.8,12821
24.732,3370.5,12821
26.032,3370.6,12821
26.264,3370.5,12821
26.264,3370.4,12821
0.0,3370.4,12862
0.8039999999999999,3370.3,12862
0.8039999999999999,3370.5,12862
1.34,3370.6,12862
1.472,3370.8,12862
1.5599999999999998,3370.5,12862
2.86,3370.6,12862
3.092,3370.5,12862
3.092,3370.4,12862
5.412,3370.7,12862
7.231999999999998,3370.4,12862
7.963999999999999,3370.7,12862
7.968,3370.8,12862
9.432,3371.1,12862
10.236,3370.8,12862
10.252,3370.7,12862
10.252,3370.6,12862
12.568,3371.0,12862
13.672,3370.7,12862
13.996,3370.6,12862
15.04,3370.7,12862
15.156,3370.5,12862
15.16,3370.7,12862
16.291999999999998,3370.8,12862
17.128,3370.5,12862
18.176,3370.4,12862
18.176,3370.3,12862
18.176,3370.5,12862
20.22,3370.3,12862
21.316,3370.2,12862
21.316,3370.4,12862
21.96,3370.2,12862
22.836,3370.1,12862
22.836,3370.0,12862
22.836,3369.9,12862
22.84,3370.2,12862
22.84,3370.1,12862
22.844,3370.2,12862
22.856,3370.1,12862
23.64,3370.2,12862
23.648,3370.3,12862
26.216,3370.4,12862
27.024,3370.5,12862
27.904,3370.6,12862
28.08,3370.8,12862
28.928,3371.0,12862
29.664,3371.1,12862
29.728,3371.2,12862
30.984,3370.9,12862
32.344,3371.0,12862
0.0,3370.4,12903
0.8079999999999999,3370.5,12903
1.688,3370.6,12903
1.864,3370.8,12903
2.712,3371.0,12903
3.448,3371.1,12903
3.512,3371.2,12903
4.768,3370.9,12903
6.128,3371.0,12903
6.128,3371.1,12903
6.128,3371.0,12903
7.3,3370.9,12903
7.3,3371.0,12903
7.3039999999999985,3371.2,12903
9.496,3371.1,12903
9.5,3371.2,12903
9.5,3371.3,12903
9.884,3371.1,12903
10.668,3371.0,12903
10.672,3370.9,12903
10.672,3371.0,12903
10.672,3370.9,12903
10.68,3370.8,12903
12.96,3370.7,12903
12.964,3370.6,12903
17.016,3370.7,12903
17.116,3370.6,12903
17.12,3370.5,12903
21.884,3370.6,12903
25.092,3370.8,12903
27.116,3371.1,12903
27.144,3370.9,12903
27.496,3371.0,12903
27.496,3370.9,12903
27.496,3371.0,12903
27.5,3370.7,12903
27.512,3370.9,12903
30.364,3370.8,12903
33.66,3370.9,12903
33.66,3371.0,12903
33.66,3370.9,12903
33.66,3371.0,12903
33.664,3371.1,12903
34.844,3370.9,12903
35.088,3370.8,12903
35.088,3370.9,12903
35.088,3370.8,12903
35.096,3371.0,12903
36.872,3370.9,12903
37.96,3371.1,12903
0.0,3371.0,12915
0.004,3371.2,12915
2.196,3371.1,12915
2.2,3371.2,12915
2.2,3371.3,12915
2.584,3371.1,12915
3.368,3371.0,12915
3.372,3370.9,12915
3.372,3371.0,12915
3.372,3370.9,12915
3.38,3370.8,12915
5.66,3370.7,12915
5.664,3370.6,12915
9.716,3370.7,12915
9.816,3370.6,12915
9.82,3370.5,12915
14.584,3370.6,12915
17.791999999999998,3370.8,12915
19.816,3371.1,12915
19.844,3370.9,12915
20.196,3371.0,12915
20.196,3370.9,12915
20.196,3371.0,12915
20.2,3370.7,12915
20.212,3370.9,12915
23.064,3370.8,12915
26.36,3370.9,12915
26.36,3371.0,12915
26.36,3370.9,12915
26.36,3371.0,12915
26.364,3371.1,12915
27.544,3370.9,12915
27.788,3370.8,12915
27.788,3370.9,12915
27.788,3370.8,12915
27.796,3371.0,12915
29.572,3370.9,12915
30.66,3371.1,12915
30.812,3370.9,12915
30.816,3370.8,12915
30.82,3370.7,12915
30.824,3370.6,12915
31.2,3370.8,12915
33.716,3370.7,12915
34.059999999999995,3370.8,12915
37.692,3371.0,12915
38.716,3371.1,12915
42.26,3370.9,12915
42.272,3371.0,12915
47.148,3371.2,12915
0.0,3370.9,12941
0.0,3371.0,12941
0.0,3370.9,12941
0.0,3371.0,12941
0.004,3371.1,12941
1.184,3370.9,12941
1.428,3370.8,12941
1.428,3370.9,12941
1.428,3370.8,12941
1.436,3371.0,12941
3.212,3370.9,12941
4.3,3371.1,12941
4.452,3370.9,12941
4.456,3370.8,12941
4.46,3370.7,12941
4.464,3370.6,12941
4.84,3370.8,12941
7.356,3370.7,12941
7.699999999999998,3370.8,12941
11.332,3371.0,12941
12.356,3371.1,12941
15.9,3370.9,12941
15.912,3371.0,12941
20.788,3371.2,12941
24.656,3371.4,12941
24.656,3371.5,12941
24.656,3371.4,12941
